turma,idade,gen,cien1,cien2,cien3,cien4,geog1,geog2,geog3,geog4,hist1,hist2,hist3,hist4,reli1,reli2,reli3,reli4,arte1,arte2,arte3,arte4,edfi1,edfi2,edfi3,edfi4,ingl1,ingl2,ingl3,ingl4,port1,port2,port3,port4,mate1,mate2,mate3,mate4
2015,14,1,6.0,6.0,6.5,8.5,9.0,10.0,8.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,8.0,8.0,7.0,9.0,9.0,6.0,7.0,7.5,9.0,8.0,8.0,7.0,6.0,6.5,8.5
2015,16,0,6.0,7.0,7.0,8.0,7.0,8.0,7.0,10.0,8.0,8.0,7.0,8.0,7.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,7.0,9.0,9.0,10.0,6.0,6.5,7.5,7.5,6.0,8.5,9.0,7.0,8.0
2015,14,0,6.0,6.0,8.0,8.5,6.0,8.0,7.0,10.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,8.0,8.0,7.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,7.0,6.5,7.5,7.5,7.0,7.5,9.0,7.5,7.0
2015,14,0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0
2015,14,1,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2015,15,0,9.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,8.0,9.0,8.0,10.0,10.0,9.0,10.0,9.0,8.0,8.0,10.0,10.0,8.0,7.0,9.0,9.0,8.0,7.0,7.5,8.0,8.0,7.0,10.0,10.0,9.0,10.0
2015,14,1,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0
2015,15,0,9.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,8.0,8.5,10.0,9.0,9.0,10.0,10.0,9.5,10.0
2015,15,1,6.0,6.0,7.5,9.0,7.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,9.0,8.0,6.0,8.0,6.0,6.0,6.5,7.0,7.0,6.0
2015,14,1,6.0,6.0,6.5,7.5,8.0,8.0,7.0,10.0,7.0,9.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,9.0,6.0,6.0,8.0,9.0,6.0,7.0,7.0,8.5,7.0,6.5,7.5,6.0,6.5,7.5
2015,15,1,9.0,10.0,9.0,9.5,9.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0
2015,15,0,10.0,10.0,8.5,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0
2015,14,1,6.0,6.0,7.0,6.0,8.0,8.0,7.0,9.0,8.0,8.0,7.0,6.0,8.0,10.0,9.0,10.0,9.0,10.0,8.0,9.0,10.0,10.0,6.0,6.0,8.0,8.0,5.0,6.0,7.0,9.0,6.0,6.0,8.0,7.0,7.0,6.0
2015,15,0,9.0,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.0,9.0,8.0,10.0,8.0,8.5,9.5,8.5,8.5,10.0,10.0,10.0,10.0
2015,15,0,9.0,8.0,7.0,8.0,7.0,7.0,6.0,10.0,7.0,7.0,7.0,6.0,7.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,10.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,7.5,8.5,6.0,6.5,7.5,7.0,7.0,6.5
2015,14,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2015,15,1,6.0,6.0,6.0,6.0,9.0,7.0,7.0,9.0,6.0,7.0,7.0,6.0,8.0,10.0,9.0,10.0,9.0,9.0,7.0,9.0,6.0,8.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,7.5,6.0,6.0,7.0,7.0,6.5,6.0
2014,18,0,7.0,7.0,6.0,6.5,9.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,9.5,9.0,10.0,7.5,7.0,6.0,9.5,7.0,8.0,7.0,7.5,7.0,7.0,6.5,6.5,6.0,6.0,6.0,6.5
2014,15,0,7.0,6.0,6.5,6.0,7.5,7.5,7.5,6.5,6.5,6.0,8.0,7.0,6.0,6.5,8.5,6.5,8.0,6.0,8.0,7.0,7.5,6.5,6.0,7.0,7.0,7.0,7.0,8.0,6.5,6.0,6.0,6.0,6.0,6.0,6.0,6.5
2014,16,0,9.0,6.0,6.0,7.0,7.0,6.0,8.5,7.0,6.0,6.0,9.0,7.0,8.0,6.5,8.5,7.5,8.0,6.0,7.5,7.0,7.0,6.0,7.5,8.0,6.0,7.0,6.5,6.0,7.0,6.5,6.0,6.0,5.5,6.5,6.0,7.5
2014,15,0,7.0,8.0,7.5,7.0,9.5,8.0,8.5,9.0,9.0,8.5,9.0,8.0,9.0,8.0,8.5,8.0,8.0,8.0,8.5,8.0,9.0,7.5,9.5,10.0,8.0,8.5,7.0,8.0,8.0,8.0,7.0,7.5,6.0,8.0,9.0,8.5
2014,15,0,7.0,7.5,8.0,9.0,9.0,9.0,8.5,8.5,9.5,9.0,9.0,8.5,9.0,8.0,8.5,9.0,9.5,8.5,8.5,7.5,9.0,10.0,9.5,10.0,9.5,8.5,9.0,9.5,8.5,8.0,8.0,8.0,8.5,9.0,9.0,9.5
2014,16,0,8.0,7.0,7.5,7.0,8.0,7.5,8.5,7.5,9.0,8.0,9.0,8.0,9.0,7.5,8.5,8.0,9.5,8.0,8.5,8.0,9.0,7.0,6.5,10.0,7.5,8.5,8.5,8.0,7.0,6.5,6.0,7.5,8.5,9.0,8.0,9.5
2014,14,0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,8.5,9.0,8.5,9.0,8.5,8.0,9.5,9.5,10.0,10.0,8.0,8.0,8.0,9.0,7.5,8.0,9.0,8.5,8.5,8.5,9.0,9.0
2014,14,1,9.0,10.0,10.0,9.0,9.5,9.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,9.0,10.0,9.5,10.0,9.5,9.5,10.0,10.0
2014,15,1,7.0,8.0,7.5,7.5,9.5,9.0,8.5,8.5,9.5,9.5,9.5,7.5,9.0,8.5,9.0,8.5,9.5,9.5,10.0,10.0,9.5,9.5,9.5,9.0,9.5,9.5,7.5,7.5,8.5,9.0,8.0,8.5,8.0,8.0,9.0,9.5
2014,15,1,10.0,10.0,10.0,8.5,9.5,9.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.5,10.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,9.5,10.0,10.0,9.0,10.0,9.5,9.5,9.5,10.0,9.5,10.0
2014,15,1,7.0,7.0,7.0,6.0,8.0,7.5,8.0,8.0,9.0,8.0,8.5,6.5,7.0,7.0,8.0,8.5,9.0,8.0,8.5,7.0,9.5,7.5,7.0,7.5,7.5,8.0,6.5,6.5,6.5,7.0,6.5,6.0,7.0,6.5,7.0,8.0
2014,14,0,9.0,8.0,9.0,9.5,9.0,9.0,9.0,10.0,9.0,9.5,9.0,8.5,9.5,8.5,8.5,9.0,9.0,9.0,8.5,8.0,9.0,9.5,10.0,9.0,10.0,9.5,8.0,8.5,8.5,8.5,7.0,6.0,9.5,9.0,10.0,10.0
2014,14,1,6.0,6.0,7.0,7.0,8.0,8.0,7.0,7.5,9.0,8.0,7.5,7.0,7.0,7.0,8.0,7.5,8.0,9.0,7.0,7.0,8.5,7.0,7.0,7.0,7.5,7.5,7.0,7.0,8.0,6.5,8.0,8.5,6.0,6.5,6.0,8.0
2014,14,1,7.5,8.0,7.0,7.0,9.5,9.5,9.0,10.0,9.5,9.5,10.0,6.5,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,8.5,9.0,9.5,10.0,9.0,9.0,8.0,6.5,8.0,8.5,8.0,8.0,8.0,8.5,8.0,9.5
2014,14,1,9.5,10.0,10.0,9.0,9.5,9.5,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.0,9.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,9.0,10.0,9.5,10.0,9.0,10.0,10.0,10.0
2014,15,0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,8.0,8.0,6.5,7.0,8.0,7.5,6.5,8.0,7.5,7.0,8.0,6.0,7.5,8.0,6.5,6.5,6.5,6.5,7.0,7.0,6.0,8.0,6.0,6.5,6.0,6.0
2013,14,1,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,10.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,9.5,9.5,10.0,9.5,9.5,9.0,9.5,8.5,10.0,9.0,10.0,9.0,10.0,9.5,10.0,9.0,9.0,9.5,10.0
2013,15,1,9.0,10.0,10.0,8.5,10.0,9.5,9.5,10.0,10.0,10.0,9.5,10.0,9.0,9.5,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.0,9.0,9.5,8.5,9.5,8.5,10.0,9.0,10.0,9.5,10.0,9.0,8.0,9.0,9.0
2013,16,1,6.0,6.0,6.0,6.0,8.0,9.0,8.5,9.0,9.0,9.0,9.0,8.0,8.5,8.0,9.0,8.0,10.0,8.0,8.0,8.0,9.5,8.5,8.0,7.5,8.0,7.0,5.0,9.5,8.0,6.0,6.0,7.5,4.5,6.0,6.0,6.0
2013,14,0,7.0,6.0,6.0,6.0,6.0,7.5,8.5,7.5,6.5,7.5,8.5,7.0,8.5,7.0,6.0,6.5,9.5,6.0,8.0,8.0,7.0,7.5,8.5,7.5,8.0,6.0,6.0,6.5,5.5,6.0,4.5,8.0,8.0,6.5,7.0,6.5
2013,15,1,9.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,10.0,10.0,10.0,9.0,9.5,9.0,9.0,7.0,10.0,10.0,10.0,9.5,9.0,9.0,9.5,9.0,9.5,9.5,10.0,9.0,9.5,8.5,10.0,9.5,9.0,9.5,10.0
2013,15,0,9.0,8.0,7.0,6.0,10.0,10.0,9.5,10.0,9.0,10.0,10.0,10.0,9.0,9.5,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.0,9.0,9.5,8.0,8.5,8.0,9.5,8.0,8.5,8.0,9.0,6.0,6.5,5.5,6.0
2013,14,0,7.0,6.0,6.0,7.0,10.0,9.5,9.0,9.0,9.5,9.5,9.5,9.0,8.5,9.0,9.0,9.0,10.0,9.0,9.5,9.0,9.5,8.5,8.5,9.5,8.0,8.5,6.5,9.5,8.5,7.5,5.5,9.0,6.0,6.5,6.0,7.0
2013,14,1,8.0,7.0,9.0,7.0,10.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,9.0,9.5,9.0,9.0,10.0,8.0,9.5,9.0,9.5,8.5,8.5,9.0,8.5,9.0,9.0,8.5,8.5,8.0,8.5,8.5,7.0,7.0,7.5,7.5
2013,14,1,8.5,8.0,9.0,7.0,10.0,10.0,9.5,9.0,9.0,9.0,9.0,9.5,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.0,9.0,9.5,8.5,9.0,6.0,9.5,8.5,9.0,6.5,8.5,6.0,6.5,7.5,7.0
2013,15,0,6.0,7.0,6.0,8.0,8.0,10.0,7.5,9.0,9.0,9.5,8.0,9.0,8.5,9.0,7.0,8.0,10.0,9.0,7.5,9.5,9.5,9.0,7.0,8.5,8.5,8.5,7.0,9.0,8.5,7.5,6.0,8.5,7.5,7.0,6.5,9.0
2013,16,0,6.0,7.0,7.0,7.0,10.0,9.5,9.5,9.0,9.0,9.5,9.5,9.0,8.5,9.0,9.0,9.0,10.0,9.0,9.5,9.5,9.5,8.5,9.0,9.0,7.5,8.5,8.0,9.0,8.0,7.5,7.0,8.5,6.5,7.5,6.0,7.0
2013,15,0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,9.0,9.5,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.0,9.0,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,10.0,10.0,9.5,10.0,10.0
2013,14,1,6.5,7.0,9.0,8.5,9.5,9.5,9.5,10.0,9.0,10.0,10.0,9.5,9.0,9.0,9.0,9.0,10.0,9.0,9.5,8.5,9.5,8.5,9.0,9.5,8.0,9.0,7.5,9.5,8.5,8.0,7.0,8.0,7.0,8.0,8.0,8.5
2013,15,1,9.0,9.0,9.0,8.5,10.0,10.0,9.5,9.5,8.5,9.5,9.5,9.0,8.5,9.0,9.0,9.0,10.0,9.5,9.0,9.0,9.5,8.0,9.0,9.0,8.5,10.0,8.0,9.0,9.0,9.5,8.0,9.0,7.5,7.5,8.0,9.0
2013,14,1,6.0,8.0,9.0,9.5,9.5,10.0,9.5,9.5,9.0,9.5,9.5,9.5,8.5,9.0,9.0,9.0,10.0,9.5,9.5,9.5,9.5,8.5,9.0,9.5,7.5,8.5,9.0,9.0,8.5,8.5,8.0,9.0,8.0,8.0,9.0,10.0
2013,15,1,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.0,9.0,9.5,9.5,10.0,9.5,10.0,9.5,10.0,10.0,10.0,9.5,10.0,10.0,10.0
2013,14,1,9.5,9.0,10.0,9.0,10.0,10.0,9.5,9.0,9.0,10.0,9.5,9.5,8.5,9.0,9.0,9.0,10.0,9.5,9.5,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,8.5,8.5,9.0,9.5,8.5,7.5,9.0,9.5
2013,14,1,9.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.5,9.0,10.0,9.0,9.5,9.0,9.0,9.5,9.0,10.0,9.0,10.0,9.0,9.5,9.0,10.0,9.0,8.5,9.5,10.0
2013,14,1,8.0,8.0,3.0,7.0,10.0,9.5,8.0,9.0,9.0,10.0,8.0,9.0,8.5,9.0,9.0,8.5,10.0,9.5,5.0,9.0,9.5,8.5,5.0,9.0,8.5,10.0,5.0,9.5,9.0,9.0,5.0,9.5,9.0,7.0,7.0,7.0
