Turma (ano);Nascimento (ano);Gênero;Ciências1B;Ciências2B;Ciências3B;Ciências4B;Geografia1B;Geografia2B;Geografia3B;Geografia4B;História1B;História2B;História3B;História4B;Religioso1B;Religioso2B;Religioso3B;Religioso4B;Arte1B;Arte2B;Arte3B;Arte4B;Física1B;Física2B;Física3B;Física4B;Inglês1B;Inglês2B;Inglês3B;Inglês4B;Português1B;Português2B;Português3B;Português4B;Matemática1B;Matemática2B;Matemática3B;Matemática4B
2015;2001;F;7,0;6,0;6,0;7,5;7,0;8,0;7,0;9,0;7,0;8,0;7,0;6,0;8,0;10,0;9,0;10,0;9,0;9,0;8,0;9,0;9,0;8,0;7,0;7,0;9,0;6,0;6,0;6,0;7,0;8,0;7,0;7,0;8,0;7,0;6,5;7,0
2015;2001;M;8,0;9,0;8,5;10,0;8,0;9,0;9,0;10,0;9,0;9,0;8,0;9,0;8,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;8,0;8,0;8,0;10,0;9,0;8,0;10,0;9,5;9,5;10,0;10,0;10,0;10,0;8,0;10,0
2015;2001;M;8,0;7,0;8,5;8,0;10,0;9,0;10,0;10,0;10,0;10,0;9,0;7,0;8,0;10,0;10,0;10,0;9,0;9,0;8,0;9,0;10,0;8,0;7,0;7,0;9,0;7,0;8,0;6,0;7,5;8,5;7,5;8,0;8,5;9,0;8,5;7,5
2015;2001;F;8,0;7,0;7,5;7,5;9,0;9,0;10,0;8,0;9,0;9,0;8,0;8,0;8,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;10,0;10,0;10,0;7,0;10,0;10,0;8,0;7,0;8,5;10,0;8,5;8,5;9,0;8,0;7,5;7,0
2015;2001;F;6,0;6,0;6,5;8,5;9,0;10,0;8,0;10,0;9,0;10,0;9,0;9,0;9,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;10,0;8,0;8,0;7,0;9,0;9,0;6,0;7,0;7,5;9,0;8,0;8,0;7,0;6,0;6,5;8,5
2015;1999;M;6,0;7,0;7,0;8,0;7,0;8,0;7,0;10,0;8,0;8,0;7,0;8,0;7,0;10,0;10,0;10,0;9,0;9,0;10,0;9,0;10,0;9,0;9,0;7,0;9,0;9,0;10,0;6,0;6,5;7,5;7,5;6,0;8,5;9,0;7,0;8,0
2015;2001;M;6,0;6,0;8,0;8,5;6,0;8,0;7,0;10,0;8,0;7,0;7,0;7,0;7,0;10,0;9,0;10,0;8,0;8,0;7,0;8,0;9,0;9,0;7,0;7,0;7,0;8,0;8,0;7,0;6,5;7,5;7,5;7,0;7,5;9,0;7,5;7,0
2015;2001;M;9,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;9,0;9,0;9,0;10,0;10,0;10,0;9,0;10,0;10,0;9,0;10,0;10,0;10,0;8,0;10,0;10,0;10,0;8,0;8,0;10,0;10,0;9,5;10,0;10,0;10,0;10,0
2015;2001;F;10,0;10,0;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;8,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
2015;2000;M;9,0;10,0;8,0;10,0;10,0;10,0;9,0;10,0;10,0;9,0;8,0;9,0;8,0;10,0;10,0;9,0;10,0;9,0;8,0;8,0;10,0;10,0;8,0;7,0;9,0;9,0;8,0;7,0;7,5;8,0;8,0;7,0;10,0;10,0;9,0;10,0
2015;2001;F;10,0;10,0;9,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0
2015;2000;M;9,0;10,0;9,5;9,5;10,0;10,0;10,0;10,0;10,0;10,0;8,0;8,0;7,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;10,0;10,0;9,0;8,0;8,5;10,0;9,0;9,0;10,0;10,0;9,5;10,0
2015;2000;F;6,0;6,0;7,5;9,0;7,0;8,0;8,0;9,0;7,0;7,0;7,0;7,0;7,0;10,0;10,0;10,0;9,0;8,0;8,0;8,0;6,0;7,0;8,0;7,0;6,0;7,0;9,0;8,0;6,0;8,0;6,0;6,0;6,5;7,0;7,0;6,0
2015;2001;F;6,0;6,0;6,5;7,5;8,0;8,0;7,0;10,0;7,0;9,0;7,0;7,0;7,0;10,0;10,0;10,0;9,0;10,0;8,0;9,0;10,0;9,0;6,0;6,0;8,0;9,0;6,0;7,0;7,0;8,5;7,0;6,5;7,5;6,0;6,5;7,5
2015;2000;F;9,0;10,0;9,0;9,5;9,0;10,0;10,0;10,0;9,0;10,0;9,0;9,0;8,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;8,0;9,0;10,0;10,0;8,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0
2015;2000;M;10,0;10,0;8,5;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;8,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0;10,0
2015;2001;F;6,0;6,0;7,0;6,0;8,0;8,0;7,0;9,0;8,0;8,0;7,0;6,0;8,0;10,0;9,0;10,0;9,0;10,0;8,0;9,0;10,0;10,0;6,0;6,0;8,0;8,0;5,0;6,0;7,0;9,0;6,0;6,0;8,0;7,0;7,0;6,0
2015;2000;M;9,0;9,0;9,5;9,0;9,0;9,0;9,0;9,0;9,0;9,0;8,0;9,0;8,0;10,0;10,0;10,0;10,0;9,0;10,0;9,0;9,0;10,0;10,0;8,0;9,0;8,0;10,0;8,0;8,5;9,5;8,5;8,5;10,0;10,0;10,0;10,0
2015;2000;M;9,0;8,0;7,0;8,0;7,0;7,0;6,0;10,0;7,0;7,0;7,0;6,0;7,0;10,0;10,0;10,0;9,0;9,0;8,0;9,0;10,0;8,0;8,0;6,0;8,0;8,0;7,0;6,0;7,5;8,5;6,0;6,5;7,5;7,0;7,0;6,5
2015;2001;M;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
2015;2000;F;6,0;6,0;6,0;6,0;9,0;7,0;7,0;9,0;6,0;7,0;7,0;6,0;8,0;10,0;9,0;10,0;9,0;9,0;7,0;9,0;6,0;8,0;6,0;6,0;8,0;7,0;7,0;6,0;6,0;7,5;6,0;6,0;7,0;7,0;6,5;6,0
2014;1996;M;7,0;7,0;6,0;6,5;9,0;8,0;8,0;8,0;9,0;9,0;8,0;8,0;7,0;8,0;8,0;8,0;9,0;9,5;9,0;10,0;7,5;7,0;6,0;9,5;7,0;8,0;7,0;7,5;7,0;7,0;6,5;6,5;6,0;6,0;6,0;6,5
2014;1999;M;7,0;6,0;6,5;6,0;7,5;7,5;7,5;6,5;6,5;6,0;8,0;7,0;6,0;6,5;8,5;6,5;8,0;6,0;8,0;7,0;7,5;6,5;6,0;7,0;7,0;7,0;7,0;8,0;6,5;6,0;6,0;6,0;6,0;6,0;6,0;6,5
2014;1998;M;9,0;6,0;6,0;7,0;7,0;6,0;8,5;7,0;6,0;6,0;9,0;7,0;8,0;6,5;8,5;7,5;8,0;6,0;7,5;7,0;7,0;6,0;7,5;8,0;6,0;7,0;6,5;6,0;7,0;6,5;6,0;6,0;5,5;6,5;6,0;7,5
2014;1999;M;7,0;8,0;7,5;7,0;9,5;8,0;8,5;9,0;9,0;8,5;9,0;8,0;9,0;8,0;8,5;8,0;8,0;8,0;8,5;8,0;9,0;7,5;9,5;10,0;8,0;8,5;7,0;8,0;8,0;8,0;7,0;7,5;6,0;8,0;9,0;8,5
2014;1999;M;7,0;7,5;8,0;9,0;9,0;9,0;8,5;8,5;9,5;9,0;9,0;8,5;9,0;8,0;8,5;9,0;9,5;8,5;8,5;7,5;9,0;10,0;9,5;10,0;9,5;8,5;9,0;9,5;8,5;8,0;8,0;8,0;8,5;9,0;9,0;9,5
2014;1998;M;8,0;7,0;7,5;7,0;8,0;7,5;8,5;7,5;9,0;8,0;9,0;8,0;9,0;7,5;8,5;8,0;9,5;8,0;8,5;8,0;9,0;7,0;6,5;10,0;7,5;8,5;8,5;8,0;7,0;6,5;6,0;7,5;8,5;9,0;8,0;9,5
2014;2000;M;9,0;9,0;8,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0;8,5;8,5;9,0;8,5;9,0;8,5;8,0;9,5;9,5;10,0;10,0;8,0;8,0;8,0;9,0;7,5;8,0;9,0;8,5;8,5;8,5;9,0;9,0
2014;2000;F;9,0;10,0;10,0;9,0;9,5;9,5;9,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;9,0;10,0;9,5;10,0;9,5;9,5;10,0;10,0
2014;1999;F;7,0;8,0;7,5;7,5;9,5;9,0;8,5;8,5;9,5;9,5;9,5;7,5;9,0;8,5;9,0;8,5;9,5;9,5;10,0;10,0;9,5;9,5;9,5;9,0;9,5;9,5;7,5;7,5;8,5;9,0;8,0;8,5;8,0;8,0;9,0;9,5
2014;1999;F;10,0;10,0;10,0;8,5;9,5;9,5;9,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;9,5;10,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0;10,0;9,5;10,0;10,0;9,0;10,0;9,5;9,5;9,5;10,0;9,5;10,0
2014;1999;F;7,0;7,0;7,0;6,0;8,0;7,5;8,0;8,0;9,0;8,0;8,5;6,5;7,0;7,0;8,0;8,5;9,0;8,0;8,5;7,0;9,5;7,5;7,0;7,5;7,5;8,0;6,5;6,5;6,5;7,0;6,5;6,0;7,0;6,5;7,0;8,0
2014;2000;M;9,0;8,0;9,0;9,5;9,0;9,0;9,0;10,0;9,0;9,5;9,0;8,5;9,5;8,5;8,5;9,0;9,0;9,0;8,5;8,0;9,0;9,5;10,0;9,0;10,0;9,5;8,0;8,5;8,5;8,5;7,0;6,0;9,5;9,0;10,0;10,0
2014;2000;F;6,0;6,0;7,0;7,0;8,0;8,0;7,0;7,5;9,0;8,0;7,5;7,0;7,0;7,0;8,0;7,5;8,0;9,0;7,0;7,0;8,5;7,0;7,0;7,0;7,5;7,5;7,0;7,0;8,0;6,5;8,0;8,5;6,0;6,5;6,0;8,0
2014;2000;F;7,5;8,0;7,0;7,0;9,5;9,5;9,0;10,0;9,5;9,5;10,0;6,5;10,0;9,0;9,0;9,0;10,0;10,0;10,0;10,0;8,5;9,0;9,5;10,0;9,0;9,0;8,0;6,5;8,0;8,5;8,0;8,0;8,0;8,5;8,0;9,5
2014;2000;F;9,5;10,0;10,0;9,0;9,5;9,5;9,0;10,0;10,0;10,0;10,0;9,5;10,0;9,0;9,0;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;9,5;9,0;10,0;9,5;10,0;9,0;10,0;10,0;10,0
2014;1999;M;6,0;6,0;6,0;7,0;7,0;7,0;7,0;7,5;7,5;7,5;8,0;8,0;6,5;7,0;8,0;7,5;6,5;8,0;7,5;7,0;8,0;6,0;7,5;8,0;6,5;6,5;6,5;6,5;7,0;7,0;6,0;8,0;6,0;6,5;6,0;6,0
2013;1999;F;10,0;9,0;10,0;10,0;10,0;10,0;9,5;10,0;9,5;10,0;10,0;10,0;9,0;9,0;9,0;9,0;10,0;9,5;9,5;10,0;9,5;9,5;9,0;9,5;8,5;10,0;9,0;10,0;9,0;10,0;9,5;10,0;9,0;9,0;9,5;10,0
2013;1998;F;9,0;10,0;10,0;8,5;10,0;9,5;9,5;10,0;10,0;10,0;9,5;10,0;9,0;9,5;9,0;9,0;10,0;10,0;10,0;10,0;9,5;9,0;9,0;9,5;8,5;9,5;8,5;10,0;9,0;10,0;9,5;10,0;9,0;8,0;9,0;9,0
2013;1997;F;6,0;6,0;6,0;6,0;8,0;9,0;8,5;9,0;9,0;9,0;9,0;8,0;8,5;8,0;9,0;8,0;10,0;8,0;8,0;8,0;9,5;8,5;8,0;7,5;8,0;7,0;5,0;9,5;8,0;6,0;6,0;7,5;4,5;6,0;6,0;6,0
2013;1999;M;7,0;6,0;6,0;6,0;6,0;7,5;8,5;7,5;6,5;7,5;8,5;7,0;8,5;7,0;6,0;6,5;9,5;6,0;8,0;8,0;7,0;7,5;8,5;7,5;8,0;6,0;6,0;6,5;5,5;6,0;4,5;8,0;8,0;6,5;7,0;6,5
2013;1998;F;9,0;9,0;10,0;10,0;10,0;10,0;9,5;10,0;9,5;10,0;10,0;10,0;9,0;9,5;9,0;9,0;7,0;10,0;10,0;10,0;9,5;9,0;9,0;9,5;9,0;9,5;9,5;10,0;9,0;9,5;8,5;10,0;9,5;9,0;9,5;10,0
2013;1998;M;9,0;8,0;7,0;6,0;10,0;10,0;9,5;10,0;9,0;10,0;10,0;10,0;9,0;9,5;9,0;9,0;10,0;10,0;10,0;10,0;9,5;9,0;9,0;9,5;8,0;8,5;8,0;9,5;8,0;8,5;8,0;9,0;6,0;6,5;5,5;6,0
2013;1999;M;7,0;6,0;6,0;7,0;10,0;9,5;9,0;9,0;9,5;9,5;9,5;9,0;8,5;9,0;9,0;9,0;10,0;9,0;9,5;9,0;9,5;8,5;8,5;9,5;8,0;8,5;6,5;9,5;8,5;7,5;5,5;9,0;6,0;6,5;6,0;7,0
2013;1999;F;8,0;7,0;9,0;7,0;10,0;9,5;9,0;9,0;9,0;9,5;9,5;9,0;9,0;9,5;9,0;9,0;10,0;8,0;9,5;9,0;9,5;8,5;8,5;9,0;8,5;9,0;9,0;8,5;8,5;8,0;8,5;8,5;7,0;7,0;7,5;7,5
2013;1999;F;8,5;8,0;9,0;7,0;10,0;10,0;9,5;9,0;9,0;9,0;9,0;9,5;9,0;9,0;9,0;9,0;10,0;10,0;10,0;10,0;9,5;9,0;9,0;9,5;8,5;9,0;6,0;9,5;8,5;9,0;6,5;8,5;6,0;6,5;7,5;7,0
2013;1998;M;6,0;7,0;6,0;8,0;8,0;10,0;7,5;9,0;9,0;9,5;8,0;9,0;8,5;9,0;7,0;8,0;10,0;9,0;7,5;9,5;9,5;9,0;7,0;8,5;8,5;8,5;7,0;9,0;8,5;7,5;6,0;8,5;7,5;7,0;6,5;9,0
2013;1997;M;6,0;7,0;7,0;7,0;10,0;9,5;9,5;9,0;9,0;9,5;9,5;9,0;8,5;9,0;9,0;9,0;10,0;9,0;9,5;9,5;9,5;8,5;9,0;9,0;7,5;8,5;8,0;9,0;8,0;7,5;7,0;8,5;6,5;7,5;6,0;7,0
2013;1998;M;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0;10,0;10,0;9,0;9,5;9,0;9,0;10,0;10,0;10,0;10,0;9,5;9,0;9,0;9,5;9,5;10,0;9,5;9,5;9,5;10,0;10,0;10,0;10,0;9,5;10,0;10,0
2013;1999;F;6,5;7,0;9,0;8,5;9,5;9,5;9,5;10,0;9,0;10,0;10,0;9,5;9,0;9,0;9,0;9,0;10,0;9,0;9,5;8,5;9,5;8,5;9,0;9,5;8,0;9,0;7,5;9,5;8,5;8,0;7,0;8,0;7,0;8,0;8,0;8,5
2013;1998;F;9,0;9,0;9,0;8,5;10,0;10,0;9,5;9,5;8,5;9,5;9,5;9,0;8,5;9,0;9,0;9,0;10,0;9,5;9,0;9,0;9,5;8,0;9,0;9,0;8,5;10,0;8,0;9,0;9,0;9,5;8,0;9,0;7,5;7,5;8,0;9,0
2013;1999;F;6,0;8,0;9,0;9,5;9,5;10,0;9,5;9,5;9,0;9,5;9,5;9,5;8,5;9,0;9,0;9,0;10,0;9,5;9,5;9,5;9,5;8,5;9,0;9,5;7,5;8,5;9,0;9,0;8,5;8,5;8,0;9,0;8,0;8,0;9,0;10,0
2013;1998;F;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0;10,0;10,0;9,5;9,5;9,0;9,0;10,0;10,0;10,0;10,0;9,5;9,0;9,0;9,5;9,5;10,0;9,5;10,0;9,5;10,0;10,0;10,0;9,5;10,0;10,0;10,0
2013;1999;F;9,5;9,0;10,0;9,0;10,0;10,0;9,5;9,0;9,0;10,0;9,5;9,5;8,5;9,0;9,0;9,0;10,0;9,5;9,5;9,0;9,0;9,0;9,0;9,0;8,0;9,0;8,0;9,0;8,5;8,5;9,0;9,5;8,5;7,5;9,0;9,5
2013;1999;F;9,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;9,5;10,0;10,0;10,0;9,0;9,0;9,0;9,0;9,5;9,0;10,0;9,0;9,5;9,0;9,0;9,5;9,0;10,0;9,0;10,0;9,0;9,5;9,0;10,0;9,0;8,5;9,5;10,0
2013;1999;F;8,0;8,0;3,0;7,0;10,0;9,5;8,0;9,0;9,0;10,0;8,0;9,0;8,5;9,0;9,0;8,5;10,0;9,5;5,0;9,0;9,5;8,5;5,0;9,0;8,5;10,0;5,0;9,5;9,0;9,0;5,0;9,5;9,0;7,0;7,0;7,0

