Turma (ano);Nascimento (ano);Gênero;Ciências1B;Ciências2B;Ciências3B;Ciências4B;Geografia1B;Geografia2B;Geografia3B;Geografia4B;História1B;História2B;História3B;História4B;Religioso1B;Religioso2B;Religioso3B;Religioso4B;Arte1B;Arte2B;Arte3B;Arte4B;Física1B;Física2B;Física3B;Física4B;Inglês1B;Inglês2B;Inglês3B;Inglês4B;Português1B;Português2B;Português3B;Português4B;Matemática1B;Matemática2B;Matemática3B;Matemática4B
2020;2005;F;8,0;6,6;10,0;10,0;10,0;10,0;8,0;10,0;9,0;10,0;10,0;10,0;9,5;9,5;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0;9,0;9,0;10,0;10,0;9,0;9,0;9,5;10,0;7,0;10,0;10,0;10,0
2020;2005;M;6,0;6,0;6,0;6,0;7,0;6,0;6,0;6,0;6,0;9,0;6,5;7,0;7,5;7,0;7,0;7,0;6,5;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0
2020;2005;F;10,0;9,5;9,7;10,0;8,5;8,5;8,0;9,0;9,0;9,0;9,0;10,0;9,0;9,0;9,0;10,0;10,0;10,0;10,0;10,0;8,5;8,5;8,5;9,5;8,0;9,0;7,0;8,0;9,0;9,0;8,0;8,0;9,0;10,0;9,5;9,5
2019;2004;F;9,0;9,0;9,0;8,5;9,0;10,0;9,5;9,5;9,0;9,0;9,5;9,5;9,0;9,0;8,5;9,0;10,0;10,0;10,0;10,0;10,0;9,0;8,0;8,0;9,0;8,0;9,0;9,0;8,0;9,0;8,0;9,0;9,5;9,0;8,0;9,5
2019;2002;M;6,0;5,5;2,0;2,0;6,0;7,0;6,0;4,0;6,0;5,0;3,0;2,0;6,0;7,0;3,0;2,0;5,0;3,0;3,0;2,0;6,0;2,0;5,0;7,0;4,5;6,0;3,5;3,0;6,0;2,0;7,0;6,0;4,0;2,0;2,0;3,0
2019;2004;F;6,5;8,0;7,5;6,5;7,0;8,5;7,5;7,0;6,0;6,5;8,0;8,0;7,0;8,0;8,0;8,0;9,0;9,5;9,0;9,0;9,0;9,0;8,0;8,0;8,0;7,0;7,5;8,0;7,0;8,0;8,0;9,0;6,0;8,0;7,5;7,0
2019;2003;F;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;4,0;6,0;5,0;6,0;6,0;6,5;6,5;6,0;8,5;6,0;6,0;6,5;6,5;7,0;6,0;8,0;6,0;6,0;6,0;6,0;6,0;7,0;7,0;6,0;6,0;4,0;4,0;6,0
2019;2004;F;6,0;6,5;6,0;5,0;8,0;9,0;8,0;8,0;7,0;7,0;7,0;7,5;7,0;8,0;7,0;8,0;8,0;8,5;7,0;6,5;8,5;8,0;8,0;8,0;6,0;7,0;7,0;7,5;7,5;8,0;8,0;9,0;7,0;6,0;6,5;6,0
2019;2004;M;6,0;6,5;6,0;6,0;7,5;7,5;8,0;7,5;7,0;6,0;8,0;7,5;7,0;8,0;7,5;8,0;8,5;9,0;8,0;7,0;8,0;8,0;8,0;8,0;7,0;7,0;7,5;7,5;7,0;8,0;8,0;9,0;6,0;5,0;6,5;6,0
2019;2004;F;6,0;6,5;7,5;6,0;7,5;8,0;8,0;8,0;6,0;6,5;8,0;7,5;7,0;8,0;7,5;8,0;8,5;8,0;7,0;6,5;8,0;7,0;7,0;8,0;7,0;7,0;7,5;8,0;6,0;8,0;7,0;8,0;6,0;5,0;7,0;7,5
2019;2004;M;7,0;7,0;8,0;6,0;7,5;8,0;8,0;7,0;7,5;8,0;8,5;8,0;7,5;8,5;8,0;9,0;9,0;9,5;10,0;10,0;8,0;8,0;8,0;9,0;7,0;8,0;8,0;8,0;7,0;7,0;8,0;9,0;6,5;7,0;7,0;6,5
2019;2004;M;6,0;7,0;6,0;2,0;7,5;8,0;8,0;7,5;6,0;7,0;6,0;7,5;7,0;7,5;7,0;8,0;7,5;9,0;9,0;9,0;8,0;8,0;7,0;9,0;6,0;6,5;7,0;8,0;7,5;8,0;7,0;8,0;6,5;6,0;6,5;7,0
2019;2004;M;8,0;7,5;8,0;6,0;7,5;8,0;7,5;7,0;6,5;6,5;8,0;7,0;7,5;8,0;7,5;8,0;9,0;9,5;10,0;9,0;8,5;8,0;7,0;9,0;8,0;7,5;7,5;7,5;7,0;8,0;7,0;8,0;7,0;6,0;6,0;7,0
2019;2004;M;7,0;5,0;8,5;8,0;8,0;8,0;8,0;8,0;8,5;8,0;8,0;8,5;7,5;8,0;7,5;8,0;9,0;7,5;9,5;9,0;7,5;7,0;7,0;9,0;6,0;6,0;8,0;8,0;8,0;7,0;7,0;8,0;8,5;4,0;7,0;8,0
2019;2004;M;9,5;9,0;9,5;8,0;8,5;9,0;8,0;8,5;9,0;9,0;9,0;10,0;8,5;9,5;8,0;9,0;9,5;9,5;9,5;9,5;9,5;9,0;8,0;9,0;9,0;9,0;9,0;9,0;8,0;9,0;8,0;9,0;9,0;9,5;9,5;9,0
2019;2005;M;9,0;9,0;9,0;9,5;9,5;10,0;9,5;9,5;9,5;9,0;9,5;10,0;9,0;9,0;9,0;9,0;10,0;10,0;10,0;10,0;7,5;9,0;8,0;8,0;8,0;8,5;8,5;8,5;8,0;9,0;8,0;9,0;9,0;9,5;9,5;9,0
2019;2005;F;6,0;7,5;3,5;2,0;7,0;7,5;8,0;8,0;8,0;7,0;8,0;7,5;8,0;8,0;7,0;7,5;9,0;9,0;8,5;7,0;8,0;8,0;7,0;8,0;7,0;8,0;6,5;7,5;7,5;8,0;8,0;8,0;7,0;5,0;5,0;7,0
2019;2004;M;7,5;8,0;6,0;5,0;9,0;9,0;9,0;8,5;8,0;9,0;9,0;9,0;7,5;8,0;8,0;8,0;8,5;9,0;9,0;9,0;7,0;9,0;7,0;9,0;6,5;6,5;7,0;8,0;8,0;9,0;8,0;8,0;5,5;8,5;6,0;6,0
2019;2005;F;6,5;8,0;8,0;7,5;8,0;9,0;9,0;8,5;8,0;8,0;9,0;9,0;8,0;8,0;8,0;9,0;9,0;7,5;9,0;9,0;8,5;8,0;7,0;8,0;7,0;7,5;7,5;8,0;8,0;8,0;8,0;8,0;7,0;8,0;7,5;6,0
2019;2005;F;8,5;8,5;8,5;8,5;7,0;8,0;8,5;8,0;8,0;8,0;8,0;8,0;8,5;8,0;8,0;8,5;9,5;9,5;9,5;9,5;8,5;9,0;8,0;8,0;8,0;6,5;8,0;9,0;8,0;8,0;8,0;8,0;9,5;8,5;7,0;8,5
2019;2004;F;8,0;8,5;8,5;6,5;8,0;10,0;9,0;9,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,5;9,0;9,0;9,5;8,5;8,5;8,0;8,0;8,0;7,0;8,0;7,0;8,0;8,0;8,0;8,0;9,0;7,0;6,5;6,0;6,0
2019;2004;M;7,5;8,0;8,5;7,5;8,0;8,5;8,0;8,0;6,5;7,0;7,0;7,0;8,0;8,0;8,0;8,5;10,0;9,5;9,5;10,0;9,0;8,0;8,0;9,0;7,0;7,0;7,0;7,5;8,0;8,0;8,0;9,0;9,0;9,0;8,0;8,0
2019;2004;M;8,5;9,5;9,5;8,0;9,0;10,0;9,0;9,0;9,0;9,0;9,0;10,0;8,5;9,0;8,0;8,5;9,0;9,5;8,5;9,0;9,5;9,0;8,0;9,0;8,5;9,0;9,0;9,0;8,5;9,0;8,0;9,0;10,0;9,5;10,0;8,0
2019;2005;M;10,0;10,0;10,0;10,0;8,0;9,0;8,5;10,0;10,0;9,5;9,5;10,0;10,0;9,0;9,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;9,0;9,5;9,5;9,5;8,0;9,0;9,0;9,0;10,0;10,0;10,0;10,0
2019;2005;F;3,5;6,5;3,0;2,0;7,0;6,0;7,5;6,0;7,0;6,0;6,5;6,5;7,5;7,5;7,5;7,5;4,5;4,0;6,0;6,0;8,5;7,0;7,0;8,0;7,0;9,5;7,0;7,0;7,0;7,0;7,0;8,0;7,0;3,0;3,0;3,5
2019;2005;M;6,0;6,5;6,0;2,0;7,0;7,0;6,5;3,0;5,0;7,0;6,5;6,0;6,0;7,5;7,5;7,5;9,0;7,5;10,0;9,0;8,0;7,0;8,0;9,0;6,0;6,5;6,0;6,0;7,0;7,0;8,0;8,0;6,0;6,0;6,0;5,0
2019;2004;M;8,0;6,0;6,5;5,0;7,0;6,0;8,0;7,5;8,5;8,0;8,0;8,0;8,0;6,0;7,5;8,5;10,0;8,0;9,0;7,5;10,0;7,0;7,0;8,0;10,0;6,5;7,0;8,0;8,0;7,0;7,0;8,0;9,0;6,0;6,5;7,5
2019;2004;M;7,0;8,0;7,5;5,0;7,0;7,5;8,0;7,0;6,5;7,0;7,5;7,0;7,0;7,5;7,5;7,5;8,0;8,5;8,5;7,0;8,0;8,0;7,0;8,0;6,0;6,0;6,5;6,5;7,0;7,0;8,0;8,0;7,0;6,0;7,5;5,5
2018;2003;F;7,5;6,0;6,0;6,5;7,0;6,5;6,0;7,0;8,5;7,0;6,0;7,0;7,5;6,0;6,0;7,0;8,0;7,0;5,0;6,0;7,0;7,0;7,0;7,0;6,5;6,0;6,5;7,0;6,5;7,0;6,5;7,0;6,5;5,5;5,5;5,5
2018;2003;F;7,0;6,5;6,0;6,5;7,0;7,0;6,0;7,0;7,5;6,0;5,0;7,0;7,5;6,0;6,0;6,0;7,0;6,0;5,0;6,0;8,0;7,0;7,5;7,5;7,5;7,5;7,5;8,0;8,0;8,0;6,5;8,0;7,5;6,0;5,0;5,5
2018;2004;M;7,5;6,0;7,0;7,0;7,0;7,0;7,0;7,5;7,5;6,0;7,0;6,0;7,5;6,0;7,0;6,0;7,0;7,0;7,0;7,5;7,0;8,0;7,0;8,0;7,0;6,0;6,0;4,0;6,5;6,5;6,0;6,5;8,5;7,5;8,5;7,5
2018;2004;F;8,0;8,0;8,0;8,0;7,0;8,0;8,0;8,0;9,0;9,0;8,5;9,0;9,0;9,0;9,0;10,0;9,0;8,5;9,0;9,0;7,0;8,0;9,0;8,0;7,0;9,0;8,0;8,5;8,0;9,0;8,0;9,0;9,5;9,0;9,0;9,0
2018;2003;M;7,0;7,0;4,5;6,0;6,0;6,0;7,5;7,5;8,0;7,0;6,5;8,5;8,0;8,0;8,0;9,0;7,0;7,0;7,0;8,5;8,0;7,0;8,0;8,0;8,0;5,5;6,0;8,0;7,0;7,0;6,5;8,0;6,0;6,5;7,0;8,0
2018;2004;M;7,0;7,5;7,0;7,0;9,0;8,0;8,0;8,0;8,0;8,5;7,5;9,0;8,0;8,5;8,0;9,0;8,0;8,5;8,5;9,0;9,0;8,0;8,5;8,5;8,0;7,5;7,0;8,5;8,5;8,0;7,5;8,0;6,5;7,0;6,5;8,0
2018;2004;F;8,5;9,0;8,5;8,5;9,0;9,0;8,0;9,0;9,0;9,5;9,0;10,0;9,0;9,0;9,0;9,5;9,5;9,0;8,5;10,0;9,0;9,0;9,0;9,5;8,0;7,0;8,0;9,0;7,5;8,5;8,0;9,0;9,5;9,5;10,0;10,0
2018;2001;M;7,0;7,0;8,0;7,5;7,0;8,0;7,0;7,5;9,0;8,5;8,0;8,0;8,0;9,0;8,5;9,0;8,5;8,5;9,0;9,0;8,0;8,0;8,5;8,0;7,0;7,0;6,0;8,0;7,0;7,5;7,0;8,0;7,5;7,5;8,5;8,0
2018;2004;M;5,0;4,0;6,0;5,0;7,0;8,0;6,5;7,5;6,0;5,0;6,0;6,0;6,0;6,0;8,0;6,0;5,0;6,0;6,0;6,0;8,0;7,5;7,5;7,0;6,5;3,5;6,0;4,0;6,0;6,0;5,5;5,0;4,5;5,5;5,0;5,0
2018;2004;F;8,0;8,5;8,5;8,5;9,0;8,0;8,0;9,0;9,5;10,0;9,0;10,0;9,5;9,0;9,0;9,5;9,5;9,0;10,0;10,0;9,0;8,5;9,0;9,0;9,0;9,5;9,0;9,0;8,5;9,0;8,5;9,0;9,5;8,5;9,0;9,5
2018;2004;F;9,5;9,5;9,5;9,5;10,0;10,0;9,5;10,0;9,5;10,0;10,0;10,0;10,0;9,5;9,5;10,0;10,0;9,5;10,0;10,0;10,0;10,0;10,0;10,0;8,5;9,0;9,0;9,0;8,5;9,0;9,0;9,5;10,0;10,0;10,0;10,0
2018;2004;M;8,0;7,0;6,5;7,0;8,0;8,0;8,0;8,0;8,5;8,0;8,5;8,5;8,0;8,5;8,5;8,5;8,0;8,5;9,0;8,5;8,0;7,5;8,5;8,0;6,5;6,5;7,5;7,5;7,0;7,0;7,5;8,0;8,0;8,0;8,0;8,5
2018;2003;M;8,0;7,5;9,5;9,5;9,0;8,5;9,0;9,0;9,0;8,5;8,0;9,0;9,0;9,0;9,0;9,0;8,5;9,0;9,0;9,0;9,0;9,0;7,5;9,0;7,0;7,5;7,0;9,0;7,5;8,0;7,5;9,0;9,5;9,0;9,5;9,5
2018;2004;M;6,0;4,0;6,0;6,0;6,0;7,0;7,5;7,0;6,0;5,0;6,0;7,0;6,5;6,0;6,0;6,0;6,0;5,0;6,0;6,0;7,0;7,0;7,0;7,0;6,5;6,0;6,0;4,0;6,5;6,0;7,5;6,0;3,0;5,5;6,5;6,5
2018;2004;F;8,0;8,5;8,5;8,5;9,0;9,5;8,5;9,0;9,5;10,0;9,5;9,0;9,5;9,0;9,0;9,0;10,0;9,5;10,0;10,0;9,0;9,0;9,0;9,0;9,0;8,0;8,0;9,0;9,5;8,5;8,5;9,0;9,5;9,0;8,5;9,0
2018;2004;F;7,5;7,0;6,5;7,0;8,0;7,5;7,0;8,0;8,0;8,5;7,0;8,0;8,0;8,5;8,5;8,0;7,5;8,0;7,0;8,5;7,0;7,0;8,0;8,0;7,5;7,5;7,0;8,0;7,5;8,0;8,0;8,0;6,5;7,0;7,0;7,5
2018;2004;F;6,5;7,0;7,0;7,0;7,0;7,0;7,0;7,5;7,0;6,0;6,0;7,0;7,0;8,0;7,5;8,0;7,0;7,0;6,0;7,0;7,0;7,0;8,0;8,0;7,5;7,5;7,0;8,0;7,5;7,5;7,0;8,0;6,5;6,5;6,0;7,5
2018;2004;F;6,0;6,0;8,0;7,0;7,0;7,5;7,0;8,0;8,0;7,0;8,0;8,5;8,0;8,0;7,5;9,0;7,5;8,0;7,0;8,5;8,0;8,0;8,0;8,0;7,0;7,5;7,0;8,0;7,0;8,5;7,5;8,0;6,0;6,5;7,0;7,5
2018;2004;F;8,0;8,0;7,5;8,0;7,0;7,5;7,5;8,0;8,0;8,0;8,0;8,0;8,0;8,5;8,5;9,0;8,5;8,0;8,5;8,5;8,0;8,0;8,0;8,0;7,0;7,0;7,5;8,0;7,5;8,0;7,5;8,5;8,0;7,5;7,5;8,0
2018;2004;M;4,0;4,0;3,0;4,0;7,0;7,0;8,0;6,5;6,0;4,5;6,0;6,0;7,0;6,0;6,5;6,0;5,0;6,0;5,0;6,0;7,0;6,0;7,5;8,0;6,5;5,0;6,0;4,0;7,5;5,5;6,0;6,0;4,0;5,0;4,5;4,5
2018;2004;M;6,0;7,5;8,5;7,0;7,0;7,0;7,0;7,0;7,5;8,0;6,0;8,5;7,5;8,0;8,5;8,5;7,5;7,5;8,5;8,0;6,0;7,0;8,0;7,5;7,0;7,5;8,0;9,0;8,5;8,0;7,5;9,0;6,0;7,0;8,0;7,5
2017;2003;F;6,5;8,5;6,0;7,0;6,0;6,0;7,0;7,0;6,0;6,0;6,0;6,0;7,0;7,0;7,0;7,0;6,5;6,5;6,5;7,0;6,0;7,0;8,0;7,0;6,0;6,0;6,0;6,0;7,0;6,5;6,5;6,5;7,0;7,0;8,0;9,5
2017;2003;M;6,5;5,0;6,5;6,0;7,0;8,0;7,0;8,0;6,0;7,0;6,0;6,0;8,0;8,0;7,0;7,0;8,0;7,5;7,5;7,0;8,0;8,0;8,0;8,0;6,0;6,0;6,0;6,0;7,5;6,5;6,5;7,5;5,0;6,0;6,0;7,0
2017;2003;M;6,0;6,0;2,0;6,0;6,0;6,0;5,0;8,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;5,0;6,0;6,0;6,0;6,0;7,0;6,0;6,0;6,0;6,0;6,0;6,0;6,5;6,0;6,0;6,0;6,0;6,0
2017;2003;M;6,0;6,0;5,0;7,0;6,0;6,0;7,0;7,0;6,0;8,0;6,0;6,0;7,0;6,0;6,5;7,0;7,0;6,5;6,0;7,0;7,0;6,0;7,0;7,0;8,0;7,0;6,0;7,0;6,0;7,0;7,0;7,5;7,0;6,5;7,0;7,5
2017;2003;M;6,0;5,0;6,0;6,0;6,0;6,0;5,0;8,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,5;6,0;6,0;5,5;6,5;7,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;4,0;6,5;6,0
2017;2002;F;8,5;10,0;9,5;10,0;10,0;9,0;10,0;10,0;10,0;10,0;9,0;10,0;9,5;9,5;10,0;9,5;10,0;9,5;10,0;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0
2017;2003;F;7,0;8,5;9,0;9,5;8,0;7,0;8,0;8,0;7,0;10,0;10,0;9,0;9,0;9,0;9,5;9,5;9,0;8,5;9,0;9,5;8,0;8,0;8,0;8,0;10,0;9,0;9,0;10,0;8,5;8,5;9,5;10,0;8,0;8,0;9,0;9,5
2017;2001;M;6,5;6,0;6,5;6,0;6,0;6,0;6,0;7,0;6,0;6,0;6,0;6,0;6,5;6,0;6,0;6,0;6,5;6,5;5,5;6,0;6,0;6,0;7,0;7,0;6,0;6,0;6,0;6,0;6,0;6,0;6,5;6,0;6,0;6,0;6,0;6,0
2017;2003;M;6,0;6,0;6,5;5,0;7,0;6,0;7,0;7,0;6,0;6,0;6,0;6,0;6,0;6,5;6,0;6,0;6,0;6,0;6,0;6,0;7,0;7,0;6,0;7,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,5;6,0
2017;2002;M;7,0;7,0;8,5;8,0;7,0;7,0;8,0;8,0;6,0;9,0;8,0;9,0;9,0;9,0;9,5;9,5;9,0;9,0;9,5;9,5;7,0;8,0;8,0;8,0;8,0;10,0;10,0;10,0;9,0;9,5;10,0;10,0;8,0;8,5;8,0;9,5
2017;2002;F;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
2017;2004;F;8,5;9,0;9,5;9,0;9,0;9,0;9,0;9,0;9,0;10,0;10,0;10,0;9,0;9,5;10,0;10,0;10,0;9,5;10,0;10,0;9,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,5;10,0;10,0;8,0;9,0;9,0;9,0
2017;2002;F;9,0;9,5;10,0;10,0;9,0;9,0;9,0;9,0;9,0;10,0;10,0;10,0;9,0;9,5;10,0;10,0;9,5;9,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,5;9,5;10,0;10,0;8,5;9,0;9,0;10,0
2017;2002;M;6,0;6,0;7,0;7,0;6,0;6,0;8,0;7,0;6,0;6,0;6,0;6,0;8,5;7,0;7,0;7,0;8,5;8,0;7,0;7,0;7,0;7,0;7,0;8,0;8,0;6,0;5,0;10,0;8,0;7,0;6,5;8,0;7,0;6,0;6,0;6,0
2017;2003;M;6,0;4,5;8,0;8,0;7,0;7,0;8,0;8,0;6,0;6,0;6,0;10,0;9,0;9,0;10,0;9,5;9,0;8,5;9,5;9,5;7,0;8,0;8,0;8,0;7,0;7,0;7,5;9,0;9,0;9,0;10,0;10,0;7,0;7,0;8,0;7,5
2017;2003;F;7,5;8,5;9,0;9,5;8,0;8,0;8,0;8,0;7,0;10,0;8,0;10,0;9,0;9,0;9,5;9,5;9,0;9,0;9,5;9,5;8,0;9,0;7,0;9,0;9,0;10,0;10,0;6,0;8,5;9,0;9,5;10,0;9,0;9,0;9,5;9,0
2017;2002;F;7,0;9,0;9,0;9,0;9,0;8,0;9,0;8,0;6,0;10,0;8,0;7,0;9,0;9,5;10,0;9,5;10,0;9,0;9,5;9,5;9,0;8,0;8,0;9,0;9,0;9,0;8,0;9,0;9,0;9,5;10,0;10,0;9,0;9,0;9,0;9,5
2017;2003;F;7,5;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;9,0;9,0;9,5;10,0;10,0;10,0;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;9,0;9,5;10,0;10,0;9,0;10,0;9,5;10,0
2017;2003;M;7,0;6,0;5,0;6,0;6,0;7,0;7,0;8,0;6,0;9,0;6,0;6,0;7,0;6,0;6,5;7,0;7,0;6,5;7,0;7,0;7,0;7,0;6,0;7,0;6,0;6,0;6,0;6,0;6,0;5,5;6,5;6,5;6,0;6,0;6,0;6,0
2017;2003;F;8,0;9,0;9,0;10,0;9,0;10,0;10,0;10,0;10,0;9,0;9,0;9,0;9,5;9,5;10,0;10,0;10,0;9,5;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;8,0;9,0;9,0;9,5;10,0;10,0;9,0;9,0;9,0;10,0
2016;1999;M;6,5;6,0;6,0;7,0;6,0;7,0;7,0;7,0;6,0;6,0;6,0;6,0;9,5;10,0;10,0;10,0;9,0;10,0;9,5;9,5;6,0;7,0;8,0;7,0;7,0;6,0;6,0;6,0;7,0;7,0;7,0;6,5;7,0;7,0;6,0;8,0
2016;2001;M;6,5;6,5;6,0;7,0;6,0;7,0;7,0;7,0;6,0;7,0;6,0;6,0;10,0;9,5;10,0;9,5;9,0;10,0;10,0;9,5;6,0;7,0;7,0;7,0;8,0;8,0;7,0;6,0;8,0;6,0;6,0;6,5;6,0;6,5;6,0;8,0
2016;2001;M;6,5;6,0;6,0;6,5;7,0;7,0;7,0;7,0;6,0;7,0;6,0;6,0;10,0;9,5;9,5;9,5;9,5;9,0;8,0;9,0;7,0;7,0;6,0;7,0;7,0;8,0;7,0;6,0;6,0;6,0;4,0;6,5;6,0;6,5;5,0;7,0
2016;2002;M;6,0;6,5;7,0;8,0;7,0;6,0;7,0;7,0;6,0;6,0;6,0;6,0;10,0;7,5;9,5;10,0;9,5;7,5;9,5;9,5;7,0;8,0;7,0;7,0;8,0;6,0;8,0;7,0;8,0;8,0;6,0;8,0;6,0;6,0;6,0;8,5
2016;2002;F;9,5;8,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,5;10,0;10,0
2016;1999;M;7,0;7,5;7,0;7,5;6,0;7,0;7,0;7,0;9,0;6,0;6,0;6,0;10,0;9,0;9,5;10,0;9,0;7,5;9,5;9,5;7,0;8,0;7,0;7,0;8,0;7,0;6,0;6,0;7,0;8,0;6,0;6,0;8,5;8,5;7,0;8,0
2016;2001;F;8,0;8,5;9,0;8,5;7,0;6,0;7,0;7,0;8,0;7,0;6,0;7,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;7,0;8,0;7,0;7,0;7,0;7,0;8,0;6,0;10,0;10,0;9,0;9,5;7,0;7,0;8,0;8,5
2016;2002;F;8,0;8,0;9,0;7,5;7,0;6,0;7,0;7,0;6,0;9,0;6,0;7,0;10,0;10,0;10,0;10,0;9,0;9,0;10,0;10,0;6,0;7,0;7,0;7,0;8,0;8,0;8,0;6,0;8,0;7,0;7,0;7,5;8,0;7,5;6,5;6,5
2016;2001;M;6,0;6,0;6,0;7,0;6,0;6,0;7,0;6,0;7,0;10,0;7,0;9,0;10,0;10,0;10,0;10,0;9,5;7,5;9,0;10,0;6,0;7,0;7,0;6,0;10,0;10,0;10,0;10,0;7,0;6,0;6,0;6,5;5,5;5,0;5,0;7,0
2016;2001;M;7,0;8,0;8,5;8,0;7,0;7,0;7,0;7,0;6,0;6,0;8,0;6,0;10,0;10,0;10,0;9,5;9,0;7,5;10,0;9,5;7,0;8,0;7,0;7,0;8,0;9,0;9,0;8,5;7,0;7,0;6,0;6,5;7,0;7,0;7,5;8,5
2016;2002;M;6,0;6,0;6,5;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;9,0;10,0;9,0;9,5;6,0;7,5;9,0;9,5;6,0;7,0;7,0;7,0;8,0;6,0;6,0;6,5;7,0;5,0;4,0;6,5;7,0;6,0;6,0;6,5
2016;2001;M;7,0;7,0;6,0;8,0;6,0;6,0;7,0;6,0;8,0;6,0;6,0;6,0;9,0;9,5;9,5;10,0;9,0;9,0;9,0;9,5;6,0;6,0;6,0;6,0;9,0;6,0;8,0;6,0;5,0;5,0;4,0;6,5;5,0;6,0;5,0;7,0
2016;2002;F;6,5;7,5;9,0;8,0;7,0;6,0;8,0;7,0;10,0;6,0;6,0;7,0;10,0;9,0;9,5;10,0;9,0;9,0;9,5;9,5;6,0;7,0;8,0;7,0;7,0;6,0;8,0;7,0;8,0;8,0;9,0;7,0;7,0;7,0;8,5;8,5
2016;2001;F;9,5;9,0;9,5;10,0;9,0;9,0;8,0;9,0;10,0;10,0;8,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;8,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
2016;2002;F;9,5;9,5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
2016;2001;F;10,0;9,0;10,0;10,0;8,0;9,0;9,0;9,0;7,0;7,0;7,0;9,0;10,0;10,0;10,0;10,0;9,5;10,0;10,0;10,0;9,0;10,0;9,0;9,0;10,0;10,0;9,0;9,0;10,0;10,0;10,0;10,0;10,0;8,0;10,0;10,0
2016;2001;M;9,0;8,5;9,5;9,5;8,0;9,0;9,0;9,0;10,0;8,0;9,0;9,0;10,0;10,0;10,0;10,0;9,0;7,5;10,0;10,0;8,0;10,0;9,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;9,0;8,5;8,0;9,0;9,5
2016;2002;F;8,0;8,5;8,5;8,5;9,0;9,0;8,0;8,0;10,0;8,0;7,0;9,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;9,0;10,0;8,0;9,0;10,0;10,0;10,0;10,0;10,0;10,0;9,0;10,0;8,5;9,0;8,5;9,0
2016;2001;M;6,0;8,0;6,0;7,5;7,0;7,0;6,0;7,0;7,0;6,0;8,0;7,0;10,0;10,0;10,0;10,0;9,0;10,0;9,5;10,0;6,0;8,0;7,0;7,0;9,0;10,0;9,0;10,0;6,0;5,0;4,0;6,0;5,0;6,0;4,0;6,5
2016;2000;M;6,0;6,0;5,0;7,0;5,0;6,0;7,0;6,0;6,0;6,0;4,0;6,0;6,0;6,0;9,0;9,5;6,0;7,5;8,5;9,0;6,0;6,0;6,0;6,0;6,0;4,0;3,0;6,0;6,0;6,0;4,0;6,5;6,0;6,0;5,0;7,0
2015;2000;F;6,0;6,0;8,0;8,5;8,0;8,0;8,0;9,0;8,0;8,0;8,0;7,0;8,0;8,0;10,0;10,0;9,0;9,0;9,0;9,0;10,0;8,0;8,0;7,0;9,0;6,0;8,0;6,0;7,0;8,5;7,0;7,0;8,0;8,0;7,0;6,0
